AcresBurned,Counties,Latitude,Longitude,Started,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,preciptype,windgust,windspeed,winddir,pressure
550.0,Butte,39.67080,-121.71920,2016-08-02T14:35:00Z,17.7,17.7,52.9,8.0,0.0,,,0.0,,,0.3,360.0,1014.9
1300.0,Mariposa,37.53607,-120.17702,2019-08-16T14:11:02Z,19.4,19.4,73.6,14.6,0.0,,,0.0,,,0.0,0.0,1009.7
156.0,Los Angeles,34.67786,-118.75239,2019-08-03T17:01:15Z,25.8,25.8,24.4,4.0,0.0,,,0.0,,,9.1,217.0,1014.9
1301.0,State of Oregon,42.03300,-122.17500,2019-08-09T23:08:25Z,24.2,24.2,31.7,6.3,0.1,,,0.0,,35.3,19.1,232.0,1012.2
58.0,San Luis Obispo,35.17693,-120.48861,2018-10-19T14:10:00Z,7.6,7.6,88.3,5.8,0.0,,,0.0,,,1.7,40.0,1018.1
186.0,Plumas,39.98640,-120.89746,2017-08-20T16:26:00Z,21.0,21.0,33.0,4.1,,,,0.0,,,1.6,180.0,1009.9
25.0,San Diego,32.55755,-116.87396,2019-08-25T16:15:15Z,26.8,27.4,51.7,16.1,0.0,,,0.0,,,0.5,360.0,1014.8
9999.0,Ventura,34.30221,-118.99711,2019-10-31T20:58:28Z,26.0,26.0,3.9,-19.4,0.0,,,0.0,,47.1,31.3,76.0,1020.1
80.0,San Diego,32.64492,-116.94544,2015-06-26T16:06:00Z,21.2,21.2,72.6,16.1,0.0,,,0.0,,,9.6,277.0,1014.7
304.0,Kern,35.49760,-118.50970,2016-08-28T18:50:00Z,26.9,26.4,29.3,7.6,0.0,,,0.0,,,13.7,277.0,1016.9
70.0,San Diego,33.41639,-117.08829,2016-05-31T13:48:00Z,13.9,13.9,93.0,12.8,0.0,,,0.0,,,0.6,356.0,1011.7
48920.0,Mendocino,39.04786,-123.11971,2018-07-27T13:01:00Z,15.4,15.4,67.3,9.4,0.0,,,0.0,,20.5,0.2,357.0,1012.9
124.0,Merced,37.03776,-121.00694,2013-06-04T15:42:00Z,15.8,15.8,72.7,10.9,0.0,,,0.0,,,12.2,289.0,1010.3
747.0,Sierra,39.43972,-120.02722,2017-07-10T13:02:00Z,10.2,10.2,64.8,3.9,0.0,,,0.0,,,1.9,274.0,1012.8
10343.0,Fresno,36.12089,-120.37116,2017-05-18T13:11:00Z,7.3,6.0,74.0,2.9,0.0,,,0.0,,,7.3,161.0,1014.6
757.0,Contra Costa,37.90836,-121.87294,2019-08-03T03:16:00Z,24.9,24.9,43.6,11.7,0.0,,,0.0,,,13.5,261.0,1013.7
62.0,San Diego,33.20988,-116.46989,2017-08-26T11:30:00Z,22.6,22.6,60.1,14.4,0.0,,,0.0,,,7.4,355.0,1008.9
55.0,Lassen,40.38777,-120.30434,2019-10-13T14:45:37Z,1.1,-0.6,80.4,-1.9,,,,0.0,,,5.4,300.0,
20.0,Riverside,33.80493,-117.15738,2019-06-27T16:14:25Z,17.9,17.9,95.3,17.2,0.0,,,0.0,,,6.3,290.0,1016.0
74.0,San Bernardino,34.07612,-117.06765,2017-07-07T15:45:00Z,24.3,24.3,43.9,11.2,0.0,,,0.0,,,1.0,324.0,1012.2
70.0,Tehama,40.39407,-122.13592,2018-06-13T21:06:00Z,35.1,32.9,17.9,7.1,0.0,,,0.0,,,2.9,7.0,1006.0
25.0,San Benito,36.87270,-121.56810,2015-07-20T13:23:00Z,18.2,18.2,87.0,16.0,0.0,,,0.0,,,2.7,336.0,1016.9
153336.0,Butte,39.81340,-121.43470,2018-11-08T06:33:00Z,11.4,11.4,20.8,-10.3,0.0,,,0.0,,27.7,8.0,339.0,1017.7
108.0,Tuolumne,38.04684,-120.30188,2015-09-08T13:23:00Z,13.6,13.6,34.1,-1.9,0.0,,,0.0,,,0.0,0.0,1015.0
289.0,Madera,37.19704,-120.00262,2018-08-23T15:40:00Z,17.5,17.5,74.1,12.9,0.0,,,0.0,,,14.7,311.0,1016.3
673.0,Lake,55.23000,-122.00000,2015-09-02T14:57:00Z,5.6,4.2,93.3,4.6,,,,0.0,,,7.0,260.0,1005.6
51.0,San Luis Obispo,35.45798,-120.75156,2013-11-08T10:30:00Z,6.5,6.5,63.3,0.0,0.0,,,0.0,,,0.0,0.0,1017.5
26.0,Riverside,33.71025,-117.31924,2017-06-18T16:03:00Z,25.2,25.2,38.5,10.1,0.0,,,0.0,,,0.0,0.0,1009.7
167.0,Lassen,40.34822,-120.82497,2018-07-24T16:02:00Z,26.1,26.1,41.7,12.1,,,,0.0,,,5.4,360.0,
45.0,Lake,36.09974,-120.51057,2016-08-09T17:30:00Z,20.4,20.4,48.8,9.3,0.0,,,0.0,,,3.2,24.0,1010.4
31.0,Kern,35.60001,-118.46830,2017-05-12T05:05:00Z,17.6,17.6,62.9,10.5,0.0,,,0.0,,,10.0,311.0,1016.2
710.0,Siskiyou,41.78130,-122.61100,2016-08-24T14:55:00Z,8.5,8.5,46.3,-2.4,0.0,,,0.0,,,0.0,0.0,1021.3
84.0,Nevada,39.39180,-120.08050,2014-08-18T10:00:00Z,5.9,5.9,67.3,0.3,0.0,,,0.0,,,0.6,360.0,1012.0
545.0,Riverside,33.95036,-116.88066,2017-08-14T15:45:00Z,18.6,18.6,54.1,9.2,0.0,,,0.0,,,7.0,287.0,1011.2
1547.0,Sonoma,38.80017,-122.82895,2016-09-25T10:43:00Z,12.8,12.8,83.3,10.0,0.0,,,0.0,,,3.8,315.0,1016.9
70.0,Fresno,36.65430,-119.53270,2016-09-23T12:40:00Z,11.0,11.0,70.7,5.9,0.0,,,0.0,,,3.2,350.0,1017.3
237.0,Placer,38.72930,-121.38086,2013-06-13T11:28:00Z,13.3,13.3,65.7,7.0,0.0,,,0.0,,,4.9,145.0,1014.2
225.0,San Luis Obispo,35.21177,-119.87525,2017-05-15T13:58:00Z,9.3,8.2,87.1,7.3,0.0,,,0.0,,,8.1,273.0,1013.2
121.0,Fresno,36.66909,-119.30460,2019-05-29T17:18:00Z,21.2,21.2,55.7,12.0,0.0,,,0.0,,,8.9,175.0,1012.4
30.0,San Luis Obispo,35.68539,-120.95157,2018-07-21T15:50:00Z,18.9,18.9,73.4,14.1,0.0,,,0.0,,9.4,2.2,355.0,1015.2
80.0,Calaveras,37.95766,-120.68902,2018-06-24T15:28:00Z,24.5,24.5,42.5,10.9,0.0,,,0.0,,,7.7,306.0,1007.0
0.0,Siskiyou,41.84100,-123.47400,2017-06-25T17:00:00Z,15.6,15.6,80.9,12.3,0.0,,,0.0,,,13.4,142.0,1015.6
12.0,Marin,37.97638,-122.52750,2018-06-09T15:30:00Z,16.7,16.7,75.4,12.3,0.0,,,0.0,,,13.7,276.0,1016.4
6151.0,Butte,39.39455,-121.40613,2017-10-09T00:57:00Z,27.3,26.1,11.8,-4.8,0.0,,,0.0,,56.1,38.6,348.0,1008.7
85.0,Humboldt,40.11794,-123.76099,2017-08-03T11:58:00Z,10.0,9.6,100.0,10.0,,,,0.0,,,5.4,350.0,
34.0,Humboldt,40.03697,-123.64214,2017-08-31T13:57:00Z,13.0,13.0,100.0,13.0,,,,0.0,,,9.4,120.0,
36807.0,Sonoma,38.60895,-122.62879,2017-10-08T21:45:00Z,29.1,27.5,11.7,-3.6,0.0,,,0.0,,,11.4,61.0,1007.7
171.0,San Diego,32.94210,-116.85340,2015-06-17T17:03:00Z,24.2,24.2,52.5,13.9,0.0,,,0.0,,,17.1,285.0,1012.1
70.0,Santa Clara,37.22545,-121.79189,2018-07-10T15:08:00Z,19.3,19.3,60.4,11.5,0.0,,,0.0,,,5.1,0.0,1016.9
12.0,San Luis Obispo,35.68790,-120.33170,2017-05-07T16:41:00Z,10.3,10.3,88.8,8.6,0.3,,,0.0,,,11.8,148.0,1009.9
5443.0,Inyo,37.75985,-118.95309,2016-09-17T13:49:00Z,4.3,2.9,41.1,-7.8,0.0,,,0.0,,,6.2,350.0,1017.7
120.0,San Luis Obispo,35.57376,-120.11738,2019-06-10T11:55:00Z,14.5,14.5,68.2,8.8,0.0,,,0.0,,11.2,4.1,51.0,1014.4
30.0,Butte,39.88510,-121.69980,2016-09-16T23:28:00Z,34.0,31.5,13.1,1.8,0.0,,,0.0,,,6.9,,1011.5
112.0,Butte,39.59500,-121.60080,2016-06-20T16:38:00Z,24.1,24.1,40.7,10.0,0.0,,,0.0,,,5.1,287.0,1017.6
200.0,Merced,37.33924,-120.24315,2018-06-07T18:04:00Z,21.7,21.7,49.3,10.6,0.0,,,0.0,,,10.2,305.0,1014.7
40.0,San Bernardino,34.13534,-117.49820,2017-10-24T10:27:00Z,31.0,28.9,14.7,1.0,0.0,,,0.0,,45.9,21.3,57.0,1015.4
25.0,San Diego,32.61277,-116.70734,2013-07-28T09:43:00Z,15.3,15.3,80.5,11.9,0.0,,,0.0,,,3.2,26.0,1011.4
10570.0,Lassen,40.93800,-120.10500,2015-08-03T14:15:00Z,12.2,12.2,100.0,12.2,0.0,,,0.0,,,5.4,180.0,1015.6
261.0,Tehama,40.34256,-121.43025,2018-09-28T13:08:00Z,14.6,14.6,40.7,1.4,0.0,,,0.0,,,3.1,340.0,1008.8
95.0,San Luis Obispo,35.00472,-120.43528,2019-07-24T20:09:59Z,26.6,26.6,47.2,14.4,0.0,,,0.0,,,12.2,328.0,1014.6
63.0,Mariposa,37.36914,-120.00880,2017-06-15T07:30:00Z,21.7,21.7,52.5,11.5,0.0,,,0.0,,,10.7,328.0,1012.9
30.0,El Dorado,38.60834,-120.70324,2014-07-09T14:34:00Z,23.5,23.5,29.9,4.9,0.0,,,0.0,,,4.2,81.0,1017.7
341.0,Calaveras,38.08056,-120.81394,2016-07-12T13:14:00Z,14.4,14.4,59.3,6.6,0.0,,,0.0,,,9.5,235.0,1011.6
81.0,Solano,38.45500,-121.96917,2019-08-13T15:41:24Z,21.1,21.1,62.2,13.6,0.0,,,0.0,,,5.9,6.0,1014.4
43.0,Tehama,39.81517,-122.28165,2017-11-02T14:40:00Z,9.2,8.9,87.8,7.3,0.0,,,0.0,,,5.1,46.0,1014.8
35.0,Riverside,33.99316,-117.48405,2017-07-04T15:20:00Z,21.8,21.8,59.6,13.6,0.0,,,0.0,,,0.0,0.0,1014.9
60.0,Santa Barbara,34.74245,-120.18236,2018-05-17T12:53:00Z,9.7,9.7,90.1,8.2,0.0,,,0.0,,,1.4,349.0,1015.9
50.0,San Bernardino,34.31830,-117.31890,2016-09-07T16:53:00Z,20.2,20.2,50.9,9.7,0.0,,,0.0,,,4.9,278.0,1012.3
60.0,Lake,38.82750,-122.36250,2018-08-30T15:44:00Z,16.9,16.9,79.6,13.3,0.0,,,0.0,,,4.6,309.0,1016.9
2512.0,Yolo,38.88978,-122.23922,2019-06-08T14:50:00Z,17.4,17.4,34.9,1.8,0.0,,,0.0,,52.2,34.8,338.0,1016.1
1626.0,Kern,35.59904,-119.08312,2017-07-06T12:29:00Z,24.8,24.8,57.4,15.8,0.0,,,0.0,,,6.0,268.0,1015.2
52.0,Monterey,36.19340,-120.92930,2016-06-23T17:57:00Z,20.4,20.4,45.1,8.1,0.0,,,0.0,,,6.8,0.0,1018.0
163.0,Yolo,38.67479,-122.08725,2013-11-04T11:41:00Z,11.7,11.7,35.0,-3.3,0.0,,,0.0,,42.6,23.6,332.0,1012.7
381.0,Tulare,36.15100,-118.18500,2019-09-06T12:39:18Z,22.9,22.9,58.7,14.3,0.0,,,0.0,,,7.6,300.0,1015.3
28.0,Solano,38.42290,-122.04370,2013-06-10T00:46:00Z,23.7,23.7,45.5,11.2,1.2,,,0.0,,35.8,25.1,213.0,1007.9
274.0,Los Angeles,34.26700,-117.86700,2014-08-17T14:30:00Z,20.4,20.4,46.4,8.5,0.0,,,0.0,,,2.8,19.0,1013.7
124.0,Tuolumne,37.90014,-120.36005,2017-07-30T16:28:00Z,27.9,27.1,32.3,9.8,0.0,,,0.0,,,2.4,334.0,1015.9
469.0,Siskiyou,41.39750,-122.84280,2017-07-05T11:05:00Z,13.6,13.6,56.3,5.0,0.0,,,0.0,,,5.9,6.0,1016.1
33.0,Butte,39.84151,-121.62168,2018-09-24T00:41:00Z,30.4,28.5,17.8,3.3,0.0,,,0.0,,,8.0,187.0,1009.3
1538.0,Fresno,36.26913,-120.62079,2017-07-02T22:28:00Z,31.9,30.8,31.4,12.9,0.0,,,0.0,,,18.6,128.0,1012.3
36.0,Mariposa,37.65963,-120.34802,2017-07-07T15:50:00Z,24.8,24.8,39.4,10.1,0.0,,,0.0,,,8.4,288.0,1014.7
1800.0,Merced,36.96655,-120.89261,2017-05-12T15:30:00Z,13.8,13.8,60.7,6.3,0.0,,,0.0,,47.9,17.4,300.0,1020.2
58.0,Contra Costa,37.96849,-121.67817,2019-08-07T15:13:52Z,17.3,17.3,75.8,13.0,0.0,,,0.0,,38.9,17.4,257.0,1012.2
670.0,San Bernardino,34.14575,-117.17813,2017-06-27T15:22:00Z,22.9,22.9,24.4,1.5,0.0,,,0.0,,,5.3,25.0,1011.6
190.0,Santa Barbara,34.94650,-119.80360,2017-05-20T17:54:00Z,23.0,23.0,36.0,7.2,0.0,,,0.0,,,4.1,37.0,1013.3
25.0,Mexico,32.55755,-116.87396,2019-08-25T16:15:15Z,26.8,27.4,51.7,16.1,0.0,,,0.0,,,0.5,360.0,1014.8
502.0,Modoc,41.24150,-121.03500,2013-07-03T22:56:00Z,36.0,34.0,17.9,7.9,0.0,,,0.0,,,9.4,,1012.8
15619.0,Los Angeles,34.31283,-118.35863,2017-12-05T03:44:00Z,15.7,15.7,7.8,-18.8,0.0,,,0.0,,50.1,30.3,32.0,1014.2
91.0,Ventura,34.15639,-118.95083,2019-10-10T21:28:58Z,29.4,27.7,5.6,-12.8,0.0,,,0.0,,57.2,37.6,62.0,1012.0
120.0,Stanislaus,37.17072,-121.42238,2016-06-07T16:30:00Z,15.6,15.6,86.0,13.3,0.0,,,0.0,,,3.5,19.0,1013.5
867.0,Yuba,39.12340,-121.32957,2017-08-20T14:44:00Z,17.1,17.1,80.4,13.7,0.0,,,0.0,,,0.6,18.0,1010.5
114.0,Kern,35.56889,-118.80139,2018-08-16T16:06:00Z,25.7,25.7,43.7,12.5,0.0,,,0.0,,,1.8,306.0,1015.3
244.0,Mariposa,37.52438,-120.29655,2019-07-08T15:30:14Z,17.3,17.3,64.2,10.5,0.0,,,0.0,,,9.3,351.0,1013.4
23.0,Humboldt,40.45720,-124.05804,2016-08-11T14:57:00Z,12.0,12.0,100.0,12.0,0.0,,,0.0,,,0.0,0.0,1015.2
36.0,Lake,38.98139,-122.97222,2018-09-02T14:02:00Z,12.2,12.2,77.5,8.3,0.0,,,0.0,,11.2,0.3,347.0,1009.4
543.0,Riverside,33.57360,-116.53870,2015-08-10T11:44:00Z,25.5,25.5,47.1,13.4,0.0,,,0.0,,,9.0,83.0,1008.9
29.0,Santa Clara,37.06648,-121.21916,2019-10-07T09:58:51.763Z,13.2,13.2,51.3,3.4,0.0,,,0.0,,,1.0,353.0,1015.3
231.0,Contra Costa,37.87808,-121.78677,2017-07-08T02:20:00Z,34.3,32.2,19.5,7.8,0.0,,,0.0,,44.6,21.3,278.0,1011.2
420.0,Santa Barbara,34.48472,-120.19083,2019-10-17T16:31:00Z,13.7,13.7,78.1,9.9,0.0,,,0.0,,,7.2,339.0,1011.4
10.0,San Diego,32.75072,-116.92404,2018-06-03T18:23:00Z,23.2,23.2,57.2,14.3,0.0,,,0.0,,,11.7,279.0,1012.6
260.0,San Bernardino,34.16564,-117.33334,2017-12-05T13:35:00Z,11.4,11.4,14.3,-15.0,0.0,,,0.0,,56.6,21.6,24.0,1017.9
66.0,Monterey,35.90648,-120.99291,2019-09-01T16:35:55Z,21.7,21.7,47.3,10.0,0.0,,,0.0,,,5.4,350.0,1013.5
274.0,Contra Costa,39.90465,-121.74367,2013-07-01T15:41:00Z,27.3,27.5,47.1,15.0,0.0,,,0.0,,,4.3,360.0,1009.6
17.0,Santa Clara,37.49414,-121.53483,2019-06-26T18:06:54Z,21.3,21.3,54.0,11.7,0.0,,,0.0,,37.1,22.2,288.0,1015.1
600.0,Shasta,40.71556,-122.24194,2019-08-22T11:02:09Z,25.1,25.1,48.6,13.5,0.0,,,0.0,,,12.1,339.0,1008.6
100.0,Fresno,36.09486,-120.52189,2017-09-03T09:23:00Z,29.0,27.9,30.8,10.1,0.0,,,0.0,,,12.0,181.0,1010.1
650.0,Mono,37.97000,-119.14000,2016-06-25T06:30:00Z,13.6,13.6,34.7,-1.7,,,,0.0,,,12.5,275.0,1015.4
168.0,Riverside,33.87679,-117.00258,2017-08-19T16:31:00Z,20.1,20.1,81.2,16.8,0.0,,,0.0,,,0.0,0.0,1015.0
54.0,Santa Clara,37.33454,-121.76323,2017-06-21T18:02:00Z,23.5,23.5,54.6,13.9,0.0,,,0.0,,,10.1,100.0,1008.6
410203.0,Glenn,39.24328,-123.10337,2018-07-27T12:05:00Z,16.5,16.5,65.3,10.0,0.0,,,0.0,,22.3,0.3,357.0,1012.3
78.0,Ventura,36.92244,-119.39619,2016-07-13T15:52:00Z,21.6,21.6,48.6,10.3,0.0,,,0.0,,,2.6,311.0,1014.7
51.0,Santa Clara,37.16359,-121.70255,2018-07-10T16:45:00Z,21.1,21.1,53.1,11.2,0.0,,,0.0,,,2.7,318.0,1017.1
46.0,Siskiyou,41.87210,-122.45710,2017-06-06T16:38:00Z,18.9,18.9,45.1,6.7,0.0,,,0.0,,,0.0,0.0,1014.9
5702.0,Madera,37.27972,-119.50014,2015-07-25T14:30:00Z,15.7,15.7,55.9,6.9,0.0,,,0.0,,,8.8,310.0,1016.4
21.0,Tuolumne,37.94975,-120.42006,2019-08-08T16:16:40Z,23.7,23.7,42.2,10.1,0.0,,,0.0,,,1.3,320.0,1013.6
200.0,Siskiyou,41.48500,-121.85100,2015-02-24T12:15:00Z,-5.0,-7.3,58.4,-11.9,0.0,,,0.0,,,5.1,53.0,1031.6
59.0,Shasta,40.39290,-122.40546,2015-08-03T14:28:00Z,20.6,20.6,64.7,13.7,0.0,,,0.0,,,7.3,275.0,1011.3
128.0,Los Angeles,34.38039,-118.60441,2018-07-23T12:55:00Z,22.7,22.7,67.4,16.4,0.0,,,0.0,,,0.0,0.0,1012.5
972.0,Mendocino,39.82877,-123.08489,2018-07-31T15:28:00Z,21.3,21.3,59.6,13.1,0.0,,,0.0,,,3.7,20.0,1013.3
10.0,Riverside,33.62701,-117.17173,2018-08-19T15:55:00Z,20.8,20.8,78.3,16.9,,,,0.0,,,0.3,7.0,1014.2
32.0,Monterey,35.90092,-120.93371,2017-06-16T15:49:00Z,18.7,18.7,55.2,9.5,0.0,,,0.0,,,1.3,354.0,1014.8
50.0,Contra Costa,37.97911,-122.11092,2019-10-27T17:36:15Z,16.7,16.7,17.2,-8.3,0.0,,,0.0,,66.2,38.4,360.0,1010.6
11.0,Alameda,37.54517,-121.59667,2019-09-02T14:36:35Z,17.2,17.2,73.2,12.3,0.0,,,0.0,,,2.2,346.0,1013.6
7055.0,San Diego,32.95435,-116.47381,2013-07-06T12:55:00Z,16.2,16.2,79.6,12.6,0.0,,,0.0,,,2.5,32.0,1007.0
70.0,Tuolumne,37.83160,-120.34340,2014-09-04T11:51:00Z,16.0,16.0,65.3,9.5,0.0,,,0.0,,,3.0,298.0,1004.2
50.0,Lake,38.91152,-122.86854,2018-07-21T14:40:00Z,15.7,15.7,74.9,11.2,0.0,,,0.0,,,0.0,0.0,1013.9
34.0,Riverside,33.73547,-117.33364,2017-09-10T13:49:00Z,19.0,19.0,57.4,10.4,0.0,,,0.0,,,0.0,0.0,1012.9
98.0,Mendocino,38.92520,-122.96600,2013-09-28T13:57:00Z,8.3,8.3,77.8,4.6,0.0,,,0.0,,9.4,0.6,13.0,1017.7
1431.0,Madera,37.08250,-119.80110,2017-06-10T13:19:00Z,12.3,12.3,72.4,7.5,0.0,,,0.0,,37.1,18.6,305.0,1012.7
39.0,Solano,38.07481,-122.23004,2017-06-22T13:08:00Z,18.1,18.1,74.5,13.5,0.0,,,0.0,,,5.4,46.0,1003.9
100.0,San Diego,33.09712,-117.02425,2018-08-13T14:58:00Z,19.0,19.0,91.6,17.6,0.0,,,0.0,,,0.0,0.0,1015.3
40.0,Monterey,36.66684,-121.74826,2017-07-16T11:17:00Z,13.3,13.3,87.4,11.3,0.0,,,0.0,,,2.5,328.0,1014.4
13.0,El Dorado,38.75764,-120.75664,2019-07-30T19:27:46Z,27.5,26.7,28.3,7.5,0.0,,,0.0,,,10.3,220.0,1012.2
120.0,Lake,38.88221,-122.56753,2013-11-08T13:42:00Z,5.8,5.8,92.5,4.7,0.0,,,0.0,,,0.0,0.0,1018.2
150.0,El Dorado,38.94388,-120.92611,2018-09-04T15:03:00Z,22.2,22.2,28.9,3.3,,,,0.0,,,8.2,105.0,1009.8
640.0,Alameda,37.75646,-121.60646,2018-07-08T17:38:00Z,24.7,24.7,40.4,10.3,0.0,,,0.0,,,10.3,290.0,1015.0
16.0,Nevada,39.10494,-121.07039,2018-08-12T14:20:00Z,21.4,21.4,34.8,5.2,,,,0.0,,,6.5,115.0,1012.3
150.0,Fresno,36.72180,-119.22480,2013-06-25T13:36:00Z,19.2,19.2,73.5,14.4,0.0,,,0.0,,,6.6,11.0,1013.4
47.0,San Luis Obispo,35.82180,-121.02260,2014-07-07T16:12:00Z,20.1,20.1,45.9,8.1,0.0,,,0.0,,,1.6,61.0,1013.0
58.0,Fresno,36.75280,-119.22880,2017-10-11T15:59:00Z,11.3,11.3,68.1,5.6,0.0,,,0.0,,,7.1,310.0,1012.2
158.0,Yuba,39.26880,-121.26471,2015-06-18T13:07:00Z,16.8,16.8,54.3,7.5,0.0,,,0.0,,,8.2,108.0,1011.1
2162.0,Solano,38.43128,-122.04375,2018-08-10T16:57:00Z,23.3,23.3,51.4,12.7,0.0,,,0.0,,,6.9,353.0,1014.3
18.0,Butte,39.53944,-121.54722,2017-07-04T15:45:00Z,22.8,22.8,42.4,9.4,0.0,,,0.0,,,11.2,169.0,1014.9
157.0,Lassen,40.80968,-120.48641,2017-08-26T12:35:00Z,10.6,10.6,58.3,2.7,0.0,,,0.0,,,5.1,303.0,1017.7
33.0,Tehama,40.00293,-122.44008,2018-07-14T20:40:00Z,36.7,35.4,22.3,11.7,0.0,,,0.0,,,2.3,316.0,1013.0
53.0,Lake,38.95502,-122.83383,2019-09-07T14:00:00Z,13.2,13.2,87.5,11.2,0.0,,,0.0,,5.4,0.7,339.0,1015.7
15.0,San Diego,33.30267,-116.97772,2019-06-10T14:25:00Z,17.9,17.9,74.3,13.2,0.0,,,0.0,,,1.2,6.0,1014.4
10.0,Monterey,36.44141,-121.34695,2017-04-24T12:06:00Z,10.6,10.6,84.6,8.2,0.0,,,0.0,,,7.7,247.0,1018.7
210.0,Humboldt,41.13400,-123.75300,2014-09-12T15:00:00Z,10.8,10.8,88.1,8.9,0.0,,,0.0,,,2.0,39.0,1012.5
21.0,San Luis Obispo,35.41112,-120.00353,2017-10-20T12:13:00Z,14.4,14.4,94.2,13.5,0.2,,,0.0,,,3.9,89.0,1015.0
2700.0,Alameda,37.38450,-121.37320,2015-08-19T14:45:00Z,15.9,15.9,83.6,13.1,0.0,,,0.0,,,10.1,31.0,1012.8
75.0,Riverside,33.86150,-116.89733,2019-10-10T18:36:46Z,23.9,23.9,12.2,-7.0,0.0,,,0.0,,,19.5,357.0,1015.4
400.0,Butte,39.43963,-121.38794,2015-07-29T11:25:00Z,21.4,21.4,40.7,7.5,0.0,,,0.0,,,6.3,292.0,1009.7
46150.0,Shasta,40.89600,-122.21900,2018-08-09T01:55:00Z,34.0,32.1,21.5,8.9,0.0,,,0.0,,,13.4,99.0,1012.2
19.0,Kern,35.71704,-118.30601,2017-05-01T12:44:00Z,10.7,10.7,50.9,1.0,0.0,,,0.0,,,5.0,301.0,1014.8
47.0,San Benito,36.38109,-121.00391,2017-11-25T16:46:00Z,12.0,12.0,77.7,8.2,0.0,,,0.0,,,10.7,96.0,1015.8
6980.0,Tulare,36.24000,-118.54000,2015-07-19T08:00:00Z,23.0,23.0,73.6,18.0,,,,0.0,,,5.2,33.0,
125.0,San Bernardino,34.15475,-117.24437,2018-08-31T17:58:00Z,24.2,24.2,40.0,9.8,0.0,,,0.0,,,2.0,313.0,1011.8
525.0,Riverside,33.91951,-117.10376,2019-06-21T13:02:00Z,15.4,15.4,96.5,14.9,0.0,,,0.0,,,8.5,189.0,1011.9
112.0,Tuolumne,37.83618,-120.61691,2015-08-15T16:11:00Z,24.2,24.2,46.7,12.0,0.0,,,0.0,,,13.1,322.0,1015.0
63.0,Riverside,33.56349,-116.73203,2018-07-04T14:20:00Z,22.3,22.3,45.6,10.0,0.0,,,0.0,,,1.0,360.0,1011.5
10.0,Riverside,33.90965,-116.96690,2017-06-18T12:28:00Z,12.0,12.0,64.6,5.5,,,,0.0,,,0.0,0.0,1009.4
1680.0,Kern,35.64200,-118.15000,2014-07-11T13:46:00Z,19.6,19.6,36.9,4.4,0.0,,,0.0,,,7.8,79.0,1011.4
494.0,Riverside,34.01778,-117.46250,2019-10-30T11:19:00Z,15.4,15.4,9.9,-16.3,0.0,,,0.0,,52.6,28.7,33.0,1015.8
85.0,Tuolumne,37.92761,-120.52884,2016-05-30T15:10:00Z,22.3,22.3,42.2,8.8,0.0,,,0.0,,,3.1,329.0,1013.8
29.0,San Diego,32.66500,-116.22200,2014-05-05T16:36:00Z,20.2,20.2,19.1,-4.1,0.0,,,0.0,,,14.8,213.0,1012.8
632.0,Santa Barbara,34.60900,-120.45400,2014-05-13T14:00:00Z,11.6,11.6,45.2,0.1,0.0,,,0.0,,,10.1,83.0,1017.2
3874.0,Riverside,33.97471,-117.09984,2017-09-02T13:33:00Z,22.4,22.4,56.0,13.2,0.0,,,0.0,,,5.0,300.0,1007.9
225.0,Mariposa,37.45910,-119.92100,2017-07-02T13:36:00Z,15.7,15.7,79.3,12.2,0.0,,,0.0,,,2.2,352.0,1010.0
91.0,Siskiyou,41.74967,-123.00083,2019-09-15T15:52:00Z,13.3,13.3,62.6,6.3,0.0,,,0.0,,,5.4,20.0,1011.5
200.0,Riverside,33.68909,-117.39640,2017-07-31T14:22:00Z,18.0,18.0,97.0,17.5,0.0,,,0.0,,,2.2,321.0,1014.9
35302.0,Siskiyou,42.04800,-122.34500,2014-07-30T23:00:00Z,36.0,33.5,13.5,3.9,0.0,,,0.0,,,15.1,186.0,1014.4
604.0,Placer,38.75165,-121.43264,2019-09-20T15:02:08Z,13.9,13.9,73.7,9.3,0.0,,,0.0,,,7.6,334.0,1014.0
213.0,Madera,37.01694,-119.93417,2019-07-15T18:19:31Z,29.6,28.7,34.9,12.5,0.0,,,0.0,,,12.6,304.0,1014.7
160.0,Solano,38.45673,-121.94658,2018-10-12T11:21:00Z,12.6,12.6,65.7,6.3,0.0,,,0.0,,,7.1,101.0,1012.1
38.0,El Dorado,38.89555,-120.84716,2013-08-24T14:54:00Z,17.8,17.8,43.8,5.3,,,,0.0,,,8.7,132.0,
3166.0,Riverside,34.28888,-116.94131,2013-05-01T12:38:00Z,3.8,3.8,46.6,-6.6,0.0,,,0.0,,,0.5,351.0,1011.9
328.0,Riverside,33.98597,-117.41411,2019-10-31T06:22:34Z,13.1,13.1,7.2,-21.6,0.0,,,0.0,,35.3,18.3,68.0,1021.9
10.0,Kern,35.56412,-118.79651,2017-06-05T14:02:00Z,19.7,19.7,42.6,6.7,0.0,,,0.0,,,8.1,39.0,1011.9
20.0,Alameda,37.61158,-121.94182,2018-11-14T14:56:00Z,4.0,2.1,60.8,-2.8,0.0,,,0.0,,,7.6,85.0,1028.6
156.0,Los Angeles,34.27600,-118.35400,2016-05-23T14:15:00Z,13.4,13.4,71.1,8.3,0.0,,,0.0,,,0.3,6.0,1012.8
